Last Index Change,Symbol,Company,Sector,Industry
2019-09-23,MTY,MTY Food Group Inc.,Consumer Cyclical,Restaurants
2019-09-23,MTL,Mullen Group Ltd.,Energy,Oil & Gas
2019-09-23,NA,National Bank of Canada,Financial Services,Banks
2019-09-23,NFI,NFI Group Inc.,Consumer Cyclical,Vehicles & Parts
2019-09-23,OSB,Norbord Inc.,Basic Materials,Forest Products
2019-09-23,NPI,Northland Power Inc.,Utilities,Independent Power Producers
2019-09-23,NVU.UN,Northview Apartment Real Estate Investment Trust,Real Estate,REITs
2019-09-23,NWH.UN,NorthWest Healthcare Properties Real Estate Investment Trust,Real Estate,REITs
2019-09-23,NG,NovaGold Resources Inc.,Basic Materials,Metals & Mining
2019-09-23,NTR,Nutrien Ltd.,Basic Materials,Agriculture
2019-09-23,OGC,OceanaGold Corporation,Basic Materials,Metals & Mining
2019-09-23,ONEX,Onex Corporation,Financial Services,Asset Management
2019-09-23,OTEX,Open Text Corporation,Technology,Software
2019-09-23,OR,Osisko Gold Royalties Ltd.,Basic Materials,Metals & Mining
2019-09-23,PAAS,Pan American Silver Corp.,Basic Materials,Metals & Mining
2019-09-23,PXT,Parex Resources Inc.,Energy,Oil & Gas
2019-09-23,PKI,Parkland Corporation,Energy,Oil & Gas
2019-09-23,PSI,Pason Systems Inc.,Energy,Oil & Gas
2019-09-23,PPL,Pembina Pipeline Corporation,Energy,Oil & Gas
2019-09-23,POW,Power Corporation of Canada,Financial Services,Insurance
2019-09-23,PSK,PrairieSky Royalty Ltd.,Energy,Oil & Gas
2019-09-23,PBH,Premium Brands Holdings Corporation,Consumer Defensive,Consumer Packaged Goods
2019-09-23,PVG,Pretium Resources Inc.,Basic Materials,Metals & Mining
2019-09-23,PRMW,Primo Water Corporation,Consumer Defensive,Non-Alcoholic Beverages
2019-09-23,QBR.B,Quebecor Inc.,Communication Services,Telecommunication Services
2019-09-23,REAL,Real Matters Inc.,Technology,Software
2019-09-23,QSR,Restaurant Brands International Inc.,Consumer Cyclical,Restaurants
2019-09-23,RCH,Richelieu Hardware Ltd.,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
2019-09-23,REI.UN,RioCan Real Estate Investment Trust,Real Estate,REITs
2019-09-23,RBA,Ritchie Bros. Auctioneers Incorporated,Industrials,Business Services
2019-09-23,RCI.B,Rogers Communications Inc.,Communication Services,Telecommunication Services
2019-09-23,RY,Royal Bank of Canada,Financial Services,Banks
2019-09-23,RUS,Russel Metals Inc.,Industrials,Industrial Distribution
2019-09-23,SSL,Sandstorm Gold Ltd.,Basic Materials,Metals & Mining
2019-09-23,SAP,Saputo Inc.,Consumer Defensive,Consumer Packaged Goods
2019-09-23,SEA,Seabridge Gold Inc.,Basic Materials,Metals & Mining
2019-09-23,SES,Secure Energy Services Inc.,Energy,Oil & Gas
2019-09-23,SMF,Semafo Inc.,Basic Materials,Metals & Mining
2019-09-23,VII,Seven Generations Energy Ltd.,Energy,Oil & Gas
2019-09-23,SJR.B,Shaw Communications Inc.,Communication Services,Telecommunication Services
2019-09-23,SCL,ShawCor Ltd.,Energy,Oil & Gas
2019-09-23,SHOP,Shopify Inc.,Technology,Software
2019-09-23,SIA,Sienna Senior Living Inc.,Healthcare,Healthcare Providers & Services
2019-09-23,SVM,Silvercorp Metals Inc.,Basic Materials,Metals & Mining
2019-09-23,ZZZ,Sleep Country Canada Holdings Inc.,Consumer Cyclical,Retail Cyclical
2019-09-23,SRU.UN,SmartCentres Real Estate Investment Trust,Real Estate,REITs
2019-09-23,SNC,SNC-Lavalin Group Inc.,Industrials,Construction
2019-09-23,TOY,Spin Master Corp.,Consumer Cyclical,Travel & Leisure
2019-09-23,SSRM,SSR Mining Inc.,Basic Materials,Metals & Mining
2019-09-23,STN,Stantec Inc.,Industrials,Construction
2019-09-23,SJ,Stella-Jones Inc.,Basic Materials,Forest Products
2019-09-23,SMU.UN,Summit Industrial Income REIT,Real Estate,REITs
2019-09-23,SLF,Sun Life Financial Inc.,Financial Services,Insurance
2019-09-23,SU,Suncor Energy Inc.,Energy,Oil & Gas
2019-09-23,SPB,Superior Plus Corp.,Utilities,Regulated Utilities
2019-09-23,TRP,TC Energy Corporation,Energy,Oil & Gas
2019-09-23,TECK.B,Teck Resources Limited,Basic Materials,Metals & Mining
2019-09-23,T,Telus Corporation,Communication Services,Telecommunication Services
2019-09-23,TFII,TFI International Inc.,Industrials,Transportation
2019-09-23,NWC,The North West Company Inc.,Consumer Defensive,Retail - Defensive
2019-09-23,TRI,Thomson Reuters Corporation,Industrials,Business Services
2019-09-23,X,TMX Group Limited,Financial Services,Capital Markets
2019-09-23,TXG,Torex Gold Resources Inc.,Basic Materials,Metals & Mining
2019-09-23,TIH,Toromont Industries Ltd.,Industrials,Industrial Distribution
2019-09-23,TD,Toronto-Dominion Bank,Financial Services,Banks
2019-09-23,TOU,Tourmaline Oil Corp.,Energy,Oil & Gas
2019-09-23,TA,TransAlta Corporation,Utilities,Independent Power Producers
2019-09-23,RNW,TransAlta Renewables Inc.,Utilities,Independent Power Producers
2019-09-23,TCL.A,Transcontinental Inc.,Industrials,Business Services
2019-09-23,TCN,Tricon Capital Group Inc.,Real Estate,Real Estate
2019-09-23,VET,Vermilion Energy Inc.,Energy,Oil & Gas
2019-09-23,WCN,Waste Connections Inc.,Industrials,Waste Management
2019-09-23,WDO,Wesdome Gold Mines Ltd.,Basic Materials,Metals & Mining
2019-09-23,WFT,West Fraser Timber Co. Ltd.,Basic Materials,Forest Products
2019-09-23,WTE,Westshore Terminals Investment Corporation,Industrials,Transportation
2019-09-23,WPM,Wheaton Precious Metals Corp.,Basic Materials,Metals & Mining
2019-09-23,WCP,Whitecap Resources Inc.,Energy,Oil & Gas
2019-09-23,WPK,Winpak Ltd.,Consumer Cyclical,Packaging & Containers
2019-09-23,WSP,WSP Global Inc.,Industrials,Construction
2019-09-23,YRI,Yamana Gold Inc.,Basic Materials,Metals & Mining
2019-09-13,ARE,Aecon Group Inc.,Industrials,Engineering & Construction
2019-09-13,AFN,Ag Growth International Inc.,Industrials,Farm & Construction Machinery
2019-09-13,AEM,Agnico Eagle Mines Limited,Basic Materials,Metals & Mining
2019-09-13,AC,Air Canada,Industrials,Airlines
2019-09-13,ASR,Alacer Gold Corp.,Basic Materials,Metals & Mining
2019-09-13,AGI,Alamos Gold Inc.,Basic Materials,Metals & Mining
2019-09-13,AD,Alaris Royalty Corp.,Financial Services,Credit Services
2019-09-13,AQN,Algonquin Power & Utilities Corp.,Utilities,Independent Power Producers
2019-09-13,ATD.B,Alimentation Couche-Tard Inc.,Consumer Defensive,Retail - Defensive
2019-09-13,AP.UN,Allied Properties Real Estate Investment Trust,Real Estate,REITs
2019-09-13,ALA,AltaGas Ltd.,Energy,Midstream
2019-09-13,AIF,Altus Group Limited,Real Estate,Real Estate Services
2019-09-13,APHA,Aphria Inc.,Healthcare,Drug Manufacturers
2019-09-13,ARX,ARC Resources Ltd.,Energy,Exploration & Production
2019-09-13,ATZ,Aritzia Inc.,Consumer Cyclical,Retail - Apparel & Specialty
2019-09-13,AX.UN,Artis Real Estate Investment Trust,Real Estate,REITs
2019-09-13,ACO.X,ATCO Ltd.,Utilities,Regulated Utilities
2019-09-13,ATA,ATS Automation Tooling Systems Inc.,Industrials,Industrial Products
2019-09-13,ACB,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers
2019-09-13,BTO,B2Gold Corp.,Basic Materials,Metals & Mining
2019-09-13,BAD,Badger Daylighting Ltd.,Industrials,Engineering & Construction
2019-09-13,BMO,Bank of Montreal,Financial Services,Banks
2019-09-13,BNS,Bank of Nova Scotia,Financial Services,Banks
2019-09-13,ABX,Barrick Gold Corporation,Basic Materials,Metals & Mining
2019-09-13,BHC,Bausch Health Companies Inc.,Healthcare,Drug Manufacturers
2019-09-13,BTE,Baytex Energy Corp.,Energy,Exploration & Production
2019-09-13,BCE,BCE Inc.,Communication Services,Communication Services
2019-09-13,BIR,Birchcliff Energy Ltd.,Energy,Exploration & Production
2019-09-13,BB,BlackBerry Limited,Technology,Communication Equipment
2019-09-13,BEI.UN,Boardwalk Real Estate Investment Trust,Real Estate,REITs
2019-09-13,BBD.B,Bombardier Inc.,Industrials,Aerospace & Defense
2019-09-13,BLX,Boralex Inc.,Utilities,Independent Power Producers
2019-09-13,BYD.UN,Boyd Group Income Fund,Consumer Cyclical,Personal Services
2019-09-13,BAM.A,Brookfield Asset Management Inc.,Financial Services,Asset Management
2019-09-13,BBU.UN,Brookfield Business Partners L.P.,Industrials,Conglomerates
2019-09-13,BIP.UN,Brookfield Infrastructure Partners L.P.,Utilities,Regulated Utilities
2019-09-13,BPY.UN,Brookfield Property Partners L.P.,Real Estate,Real Estate Services
2019-09-13,BEP.UN,Brookfield Renewable Partners L.P.,Utilities,Independent Power Producers
2019-09-13,DOO,BRP Inc.,Consumer Cyclical,Autos
2019-09-13,CAE,CAE Inc.,Industrials,Aerospace & Defense
2019-09-13,CCO,Cameco Corporation,Basic Materials,Metals & Mining
2019-09-13,GOOS,Canada Goose Holdings Inc.,Consumer Cyclical,Manufacturing - Apparel & Furniture
2019-09-13,CAR.UN,Canadian Apartment Properties Real Estate Investment Trust,Real Estate,REITs
2019-09-13,CM,Canadian Imperial Bank of Commerce,Financial Services,Banks
2019-09-13,CNR,Canadian National Railway Company,Industrials,Transportation & Logistics
2019-09-13,CNQ,Canadian Natural Resources Limited,Energy,Exploration & Production
2019-09-13,CP,Canadian Pacific Railway Limited,Industrials,Transportation & Logistics
2019-09-13,CTC.A,Canadian Tire Corporation Limited,Consumer Cyclical,Retail - Apparel & Specialty
2019-09-13,CU,Canadian Utilities Limited,Utilities,Regulated Utilities
2019-09-13,CWB,Canadian Western Bank,Financial Services,Banks
2019-09-13,CFP,Canfor Corporation,Basic Materials,Forest Products
2019-09-13,TRST,CannTrust Holdings Inc.,Healthcare,Drug Manufacturers
2019-09-13,WEED,Canopy Growth Corporation,Healthcare,Drug Manufacturers
2019-09-13,CPX,Capital Power Corporation,Utilities,Regulated Utilities
2019-09-13,CJT,Cargojet Inc.,Industrials,Transportation & Logistics
2019-09-13,CAS,Cascades Inc.,Basic Materials,Forest Products
2019-09-13,CCL.B,CCL Industries Inc.,Consumer Cyclical,Packaging & Containers
2019-09-13,CLS,Celestica Inc.,Technology,Computer Hardware
2019-09-13,CVE,Cenovus Energy Inc.,Energy,Oil & Gas - Integrated
2019-09-13,CG,Centerra Gold Inc.,Basic Materials,Metals & Mining
2019-09-13,GIB.A,CGI Inc.,Technology,Application Software
2019-09-13,CSH.UN,Chartwell Retirement Residences,Real Estate,Real Estate Services
2019-09-13,CHE.UN,Chemtrade Logistics Income Fund,Basic Materials,Chemicals
2019-09-13,CHP.UN,Choice Properties Real Estate Investment Trust,Real Estate,REITs
2019-09-13,CHR,Chorus Aviation Inc.,Industrials,Airlines
2019-09-13,CIX,CI Financial Corp.,Financial Services,Asset Management
2019-09-13,CGX,Cineplex Inc.,Consumer Cyclical,Entertainment
2019-09-13,CCA,Cogeco Communications Inc.,Communication Services,Communication Services
2019-09-13,CIGI,Colliers International Group Inc.,Real Estate,Real Estate Services
2019-09-13,CUF.UN,Cominar Real Estate Investment Trust,Real Estate,REITs
2019-09-13,CSU,Constellation Software Inc.,Technology,Application Software
2019-09-13,BCB,Cott Corporation,Consumer Defensive,Beverages - Non-Alcoholic
2019-09-13,CPG,Crescent Point Energy Corp.,Energy,Exploration & Production
2019-09-13,CRR.UN,Crombie Real Estate Investment Trust,Real Estate,REITs
2019-09-13,CRON,Cronos Group Inc.,Healthcare,Drug Manufacturers
2019-09-13,DSG,Descartes Systems Group Inc.,Technology,Application Software
2019-09-13,DGC,Detour Gold Corporation,Basic Materials,Metals & Mining
2019-09-13,DOL,Dollarama Inc.,Consumer Defensive,Retail - Defensive
2019-09-13,DRG.UN,Dream Global Real Estate Investment Trust,Real Estate,REITs
2019-09-13,DIR.UN,Dream Industrial Real Estate Investment Trust,Real Estate,REITs
2019-09-13,D.UN,Dream Office Real Estate Investment Trust,Real Estate,REITs
2019-09-13,ECN,ECN Capital Corp.,Financial Services,Credit Services
2019-09-13,ELD,Eldorado Gold Corporation,Basic Materials,Metals & Mining
2019-09-13,EFN,Element Fleet Management Corp.,Financial Services,Credit Services
2019-09-13,EMA,Emera Incorporated,Utilities,Regulated Utilities
2019-09-13,EMP.A,Empire Company,Consumer Defensive,Retail - Defensive
2019-09-13,ENB,Enbridge Inc.,Energy,Oil & Gas - Midstream
2019-09-13,ECA,Encana Corporation,Energy,Exploration & Production
2019-09-13,EDV,Endeavour Mining Corporation,Basic Materials,Metals & Mining
2019-09-13,EFX,Enerflex Ltd.,Energy,Oil & Gas - Services
2019-09-13,ERF,Enerplus Corporation,Energy,Exploration & Production
2019-09-13,ENGH,Enghouse Systems Limited,Technology,Application Software
2019-09-13,ESI,Ensign Energy Services Inc.,Energy,Oil & Gas - Drilling
2019-09-13,ERO,Ero Copper Corp.,Basic Materials,Metals & Mining
2019-09-13,EIF,Exchange Income Corporation,Industrials,Airlines
2019-09-13,EXE,Extendicare Inc.,Healthcare,Health Care Providers
2019-09-13,FFH,Fairfax Financial Holdings Limited,Financial Services,Insurance - Property & Casualty
2019-09-13,FTT,Finning International Inc.,Industrials,Industrial Distribution
2019-09-13,FCR,First Capital Realty Inc.,Real Estate,Real Estate Services
2019-09-13,FR,First Majestic Silver Corp.,Basic Materials,Metals & Mining
2019-09-13,FM,First Quantum Minerals Ltd.,Basic Materials,Metals & Mining
2019-09-13,FSV,FirstService Corporation,Real Estate,Real Estate Services
2019-09-13,FTS,Fortis Inc.,Utilities,Regulated Utilities
2019-09-13,FNV,Franco-Nevada Corporation,Basic Materials,Metals & Mining
2019-09-13,FRU,Freehold Royalties Ltd.,Energy,Exploration & Production
2019-09-13,FEC,Frontera Energy Corporation,Energy,Exploration & Production
2019-09-13,MIC,Genworth MI Canada Inc.,Financial Services,Insurance - Specialty
2019-09-13,WN,George Weston Limited,Consumer Defensive,Retail - Defensive
2019-09-13,GEI,Gibson Energy Inc.,Energy,Oil & Gas - Midstream
2019-09-13,GIL,Gildan Activewear Inc.,Consumer Cyclical,Manufacturing - Apparel & Furniture
2019-09-13,GTE,Gran Tierra Energy Inc.,Energy,Exploration & Production
2019-09-13,GRT.UN,Granite Real Estate Investment Trust,Real Estate,REITs
2019-09-13,GC,Great Canadian Gaming Corporation,Consumer Cyclical,Travel & Leisure
2019-09-13,GWO,Great-West Lifeco Inc.,Financial Services,Insurance - Life
2019-09-13,HR.UN,H&R Real Estate Investment Trust,Real Estate,REITs
2019-09-13,HEXO,HEXO Corp.,Healthcare,Drug Manufacturers
2019-09-13,HCG,Home Capital Group Inc.,Financial Services,Banks
2019-09-13,HBM,Hudbay Minerals Inc.,Basic Materials,Metals & Mining
2019-09-13,HBC,Hudson's Bay Company,Consumer Cyclical,Retail - Apparel & Specialty
2019-09-13,HSE,Husky Energy Inc.,Energy,Oil & Gas - Integrated
2019-09-13,H,Hydro One Limited,Utilities,Regulated Utilities
2019-09-13,IAG,iA Financial Corporation Inc.,Financial Services,Insurance
2019-09-13,IMG,Iamgold Corporation,Basic Materials,Metals & Mining
2019-09-13,IGM,IGM Financial Inc.,Financial Services,Asset Management
2019-09-13,IMO,Imperial Oil Limited,Energy,Oil & Gas - Integrated
2019-09-13,INE,Innergex Renewable Energy Inc.,Utilities,Independent Power Producers
2019-09-13,IFC,Intact Financial Corporation,Financial Services,Insurance - Property & Casualty
2019-09-13,IPL,Inter Pipeline Ltd.,Energy,Oil & Gas - Midstream
2019-09-13,IFP,Interfor Corporation,Basic Materials,Forest Products
2019-09-13,IIP.UN,InterRent Real Estate Investment Trust,Real Estate,REITs
2019-09-13,ITP,Intertape Polymer Group Inc.,Consumer Cyclical,Packaging & Containers
2019-09-13,IVN,Ivanhoe Mines Ltd.,Basic Materials,Metals & Mining
2019-09-13,KEL,Kelt Exploration Ltd.,Energy,Exploration & Production
2019-09-13,KEY,Keyera Corp.,Energy,Oil & Gas - Midstream
2019-09-13,KMP.UN,Killam Apartment Real Estate Investment Trust,Real Estate,REITs
2019-09-13,KXS,Kinaxis Inc.,Technology,Application Software
2019-09-13,K,Kinross Gold Corporation,Basic Materials,Metals & Mining
2019-09-13,KL,Kirkland Lake Gold Ltd.,Basic Materials,Metals & Mining
2019-09-13,GUD,Knight Therapeutics Inc.,Healthcare,Drug Manufacturers
2019-09-13,LIF,Labrador Iron Ore Royalty Corporation,Basic Materials,Steel
2019-09-13,LB,Laurentian Bank of Canada,Financial Services,Banks
2019-09-13,LNR,Linamar Corporation,Consumer Cyclical,Autos
2019-09-13,L,Loblaw Companies Limited,Consumer Defensive,Retail - Defensive
2019-09-13,LUN,Lundin Mining Corporation,Basic Materials,Metals & Mining
2019-09-13,MAG,MAG Silver Corp.,Basic Materials,Metals & Mining
2019-09-13,MG,Magna International Inc.,Consumer Cyclical,Autos
2019-09-13,MFC,Manulife Financial Corporation,Financial Services,Insurance - Life
2019-09-13,MFI,Maple Leaf Foods Inc.,Consumer Defensive,Consumer Packaged Goods
2019-09-13,MRE,Martinrea International Inc.,Consumer Cyclical,Autos
2019-09-13,MEG,MEG Energy Corp.,Energy,Exploration & Production
2019-09-13,MX,Methanex Corporation,Basic Materials,Chemicals
2019-09-13,MRU,Metro Inc.,Consumer Defensive,Retail - Defensive
2019-09-13,MSI,Morneau Shepell Inc.,Industrials,Employment Services
2019-09-13,MTY,MTY Food Group Inc.,Consumer Cyclical,Restaurants
2019-09-13,MTL,Mullen Group Ltd.,Energy,Oil & Gas - Services
2019-09-13,NA,National Bank of Canada,Financial Services,Banks
2019-09-13,NXE,NexGen Energy Ltd.,Basic Materials,Metals & Mining
2019-09-13,NFI,NFI Group Inc.,Consumer Cyclical,Autos
2019-09-13,OSB,Norbord Inc.,Basic Materials,Forest Products
2019-09-13,NPI,Northland Power Inc.,Utilities,Independent Power Producers
2019-09-13,NVU.UN,Northview Apartment Real Estate Investment Trust,Real Estate,REITs
2019-09-13,NWH.UN,NorthWest Healthcare Properties Real Estate Investment Trust,Real Estate,REITs
2019-09-13,NG,NovaGold Resources Inc.,Basic Materials,Metals & Mining
2019-09-13,NTR,Nutrien Ltd.,Basic Materials,Agriculture
2019-09-13,NVA,NuVista Energy Ltd.,Energy,Exploration & Production
2019-09-13,OGC,OceanaGold Corporation,Basic Materials,Metals & Mining
2019-09-13,ONEX,Onex Corporation,Financial Services,Asset Management
2019-09-13,OTEX,Open Text Corporation,Technology,Application Software
2019-09-13,OR,Osisko Gold Royalties Ltd.,Basic Materials,Metals & Mining
2019-09-13,PAAS,Pan American Silver Corp.,Basic Materials,Metals & Mining
2019-09-13,PXT,Parex Resources Inc.,Energy,Exploration & Production
2019-09-13,PKI,Parkland Fuel Corporation,Energy,Oil & Gas - Refining & Marketing
2019-09-13,PSI,Pason Systems Inc.,Energy,Oil & Gas - Services
2019-09-13,PPL,Pembina Pipeline Corporation,Energy,Oil & Gas - Midstream
2019-09-13,PEY,Peyto Exploration & Development Corp.,Energy,Exploration & Production
2019-09-13,POW,Power Corporation of Canada,Financial Services,Insurance - Life
2019-09-13,PWF,Power Financial Corporation,Financial Services,Insurance - Life
2019-09-13,PSK,PrairieSky Royalty Ltd.,Energy,Exploration & Production
2019-09-13,PD,Precision Drilling Corporation,Energy,Oil & Gas - Drilling
2019-09-13,PBH,Premium Brands Holdings Corporation,Consumer Defensive,Consumer Packaged Goods
2019-09-13,PVG,Pretium Resources Inc.,Basic Materials,Metals & Mining
2019-09-13,QBR.B,Quebecor Inc.,Communication Services,Communication Services
2019-09-13,QSR,Restaurant Brands International Inc.,Consumer Cyclical,Restaurants
2019-09-13,RCH,Richelieu Hardware Ltd.,Consumer Cyclical,Manufacturing - Apparel & Furniture
